From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Ontology IDs	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology (molecular function)	Gene Ontology (GO)
Q0K7V5	Q0K7V5	unreviewed	Q0K7V5_CUPNH	Type IV pilus assembly protein, tip-associated adhesin PilY1	pilY2 H16_A2839	GO:0009289	pilus [GO:0009289]			pilus [GO:0009289]
Q0K722	Q0K722	unreviewed	Q0K722_CUPNH	Adenylosuccinate lyase, ASL, EC 4.3.2.2 (Adenylosuccinase)	purB H16_A3124	GO:0004018; GO:0006189; GO:0044208; GO:0070626		'de novo' AMP biosynthetic process [GO:0044208]; 'de novo' IMP biosynthetic process [GO:0006189]	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido) succinate lyase (fumarate-forming) activity [GO:0070626]; N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity [GO:0004018]	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido) succinate lyase (fumarate-forming) activity [GO:0070626]; N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity [GO:0004018]; 'de novo' AMP biosynthetic process [GO:0044208]; 'de novo' IMP biosynthetic process [GO:0006189]
Q0K6R4	Q0K6R4	unreviewed	Q0K6R4_CUPNH	Hypothetical membrane associated protein	H16_A3232					
Q0KDV5	Q0KDV5	unreviewed	Q0KDV5_CUPNH	Uncharacterized protein	H16_A0668					
F2QS90	F2QS90	unreviewed	F2QS90_KOMPC	Sulfurtransferase	TUM1 PP7435_Chr2-0581	GO:0016783			sulfurtransferase activity [GO:0016783]	sulfurtransferase activity [GO:0016783]
F2QN75	F2QN75	unreviewed	F2QN75_KOMPC	Cytokinesis protein	IQG1 PP7435_Chr1-0895	GO:0006996; GO:0007165; GO:0015629; GO:0043087	actin cytoskeleton [GO:0015629]	organelle organization [GO:0006996]; regulation of GTPase activity [GO:0043087]; signal transduction [GO:0007165]		actin cytoskeleton [GO:0015629]; organelle organization [GO:0006996]; regulation of GTPase activity [GO:0043087]; signal transduction [GO:0007165]
Q0K4W6	Q0K4W6	unreviewed	Q0K4W6_CUPNH	Organic hydroperoxide resistance protein	ohr H16_B0157	GO:0006979		response to oxidative stress [GO:0006979]		response to oxidative stress [GO:0006979]
F2QMK6	F2QMK6	unreviewed	F2QMK6_KOMPC	ATP synthase subunit 5, mitochondrial	ATP5 PP7435_Chr1-0501	GO:0005743; GO:0046933	mitochondrial inner membrane [GO:0005743]		proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	mitochondrial inner membrane [GO:0005743]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]
F2QSW9	F2QSW9	unreviewed	F2QSW9_KOMPC	Recruitment of mRNA-specific translational activators	MDM38 PP7435_Chr2-0814	GO:0005743; GO:0016021; GO:0043022	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]		ribosome binding [GO:0043022]	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; ribosome binding [GO:0043022]
F2R0A6	F2R0A6	unreviewed	F2R0A6_KOMPC	Histone acetyltransferase ESA1, EC 2.3.1.48 (Protein 2-hydroxyisobutyryltransferase ESA1) (Protein acetyltransferase ESA1) (Protein crotonyltransferase ESA1)	ESA1 PP7435_Chr4-0933	GO:0000123; GO:0004402; GO:0006281; GO:0006325; GO:0006355; GO:0106226; GO:0140064	histone acetyltransferase complex [GO:0000123]	chromatin organization [GO:0006325]; DNA repair [GO:0006281]; regulation of transcription, DNA-templated [GO:0006355]	histone acetyltransferase activity [GO:0004402]; peptide 2-hydroxyisobutyryltransferase activity [GO:0106226]; peptide crotonyltransferase activity [GO:0140064]	histone acetyltransferase complex [GO:0000123]; histone acetyltransferase activity [GO:0004402]; peptide 2-hydroxyisobutyryltransferase activity [GO:0106226]; peptide crotonyltransferase activity [GO:0140064]; chromatin organization [GO:0006325]; DNA repair [GO:0006281]; regulation of transcription, DNA-templated [GO:0006355]
Q0K7F7	Q0K7F7	unreviewed	Q0K7F7_CUPNH	Uncharacterized protein	H16_A2988					
Q0JYU4	Q0JYU4	unreviewed	Q0JYU4_CUPNH	Signal transduction histidine kinase, EC 2.7.3.-	H16_B2298	GO:0000155; GO:0016021; GO:0046983	integral component of membrane [GO:0016021]		phosphorelay sensor kinase activity [GO:0000155]; protein dimerization activity [GO:0046983]	integral component of membrane [GO:0016021]; phosphorelay sensor kinase activity [GO:0000155]; protein dimerization activity [GO:0046983]
F2QRR3	F2QRR3	unreviewed	F2QRR3_KOMPC	37S ribosomal protein, mitochondrial	NAM9 PP7435_Chr2-0399	GO:0003735; GO:0006412; GO:0015935; GO:0019843	small ribosomal subunit [GO:0015935]	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
Q0K056	Q0K056	unreviewed	Q0K056_CUPNH	Putative dioxygenase, 2OG-Fe(II) oxygenase superfamily, EC 1.13.11.-	H16_B1836	GO:0046872; GO:0051213			dioxygenase activity [GO:0051213]; metal ion binding [GO:0046872]	dioxygenase activity [GO:0051213]; metal ion binding [GO:0046872]
F2QRI8	F2QRI8	unreviewed	F2QRI8_KOMPC	NC2 transcription regulator complex subunit	BUR6 PP7435_Chr2-0322	GO:0003712; GO:0005634; GO:0046982	nucleus [GO:0005634]		protein heterodimerization activity [GO:0046982]; transcription coregulator activity [GO:0003712]	nucleus [GO:0005634]; protein heterodimerization activity [GO:0046982]; transcription coregulator activity [GO:0003712]
Q0JZM4	Q0JZM4	unreviewed	Q0JZM4_CUPNH	Uncharacterized protein	H16_B2018					
Q0K7D9	Q0K7D9	unreviewed	Q0K7D9_CUPNH	Zn-dependent protease with chaperone function, EC 3.4.24.-	H16_A3007	GO:0004222; GO:0006508; GO:0046872		proteolysis [GO:0006508]	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; proteolysis [GO:0006508]
F2QZZ1	F2QZZ1	unreviewed	F2QZZ1_KOMPC	Dcp1p-Dcp2p decapping enzyme complex catalitic subunit	DCP2 PP7435_Chr4-0816	GO:0000184; GO:0000290; GO:0003723; GO:0005737; GO:0030145; GO:0050072	cytoplasm [GO:0005737]	deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]	m7G(5')pppN diphosphatase activity [GO:0050072]; manganese ion binding [GO:0030145]; RNA binding [GO:0003723]	cytoplasm [GO:0005737]; m7G(5')pppN diphosphatase activity [GO:0050072]; manganese ion binding [GO:0030145]; RNA binding [GO:0003723]; deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]
Q0K5H9	Q0K5H9	unreviewed	Q0K5H9_CUPNH	DUF2272 domain-containing protein	H16_A3685					
Q59097	Q59097	reviewed	ODP1_CUPNH	Pyruvate dehydrogenase E1 component, PDH E1 component, EC 1.2.4.1	pdhA H16_A1374	GO:0004739; GO:0006096		glycolytic process [GO:0006096]	pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739]	pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739]; glycolytic process [GO:0006096]
Q0K7K9	Q0K7K9	unreviewed	Q0K7K9_CUPNH	Formate dehydrogenase iron-sulfur subunit, EC 1.2.1.2	fdhB1 H16_A2936	GO:0009055; GO:0046872; GO:0051536			electron transfer activity [GO:0009055]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]	electron transfer activity [GO:0009055]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]
F2QZY4	F2QZY4	unreviewed	F2QZY4_KOMPC	RNA helicase	DBP2 PP7435_Chr4-0808	GO:0003676; GO:0003724; GO:0005524; GO:0016787			ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]
Q0K9J3	Q0K9J3	unreviewed	Q0K9J3_CUPNH	Acetolactate synthase large subunit, EC 2.2.1.6	H16_A2231	GO:0000287; GO:0003984; GO:0030976; GO:0044281		small molecule metabolic process [GO:0044281]	acetolactate synthase activity [GO:0003984]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]	acetolactate synthase activity [GO:0003984]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]; small molecule metabolic process [GO:0044281]
A0A1G4KPG8	A0A1G4KPG8	unreviewed	A0A1G4KPG8_KOMPC	Putative mitochondrial inner membrane transporter	YMC2-1 PP7435_Chr1-1211	GO:0005743; GO:0016021; GO:0055085	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]	transmembrane transport [GO:0055085]		integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; transmembrane transport [GO:0055085]
Q0KFB6	Q0KFB6	unreviewed	Q0KFB6_CUPNH	Response regulator, NarL-family	H16_A0153	GO:0000160; GO:0003677; GO:0006355		phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]	DNA binding [GO:0003677]	DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]
F2QQ71	F2QQ71	unreviewed	F2QQ71_KOMPC	Uncharacterized protein	PP7435_Chr1-1435	GO:0051726		regulation of cell cycle [GO:0051726]		regulation of cell cycle [GO:0051726]
Q0JYB6	Q0JYB6	unreviewed	Q0JYB6_CUPNH	Outer membrane receptor, TonB dependent	H16_B2476	GO:0009279; GO:0015344; GO:0038023	cell outer membrane [GO:0009279]		siderophore uptake transmembrane transporter activity [GO:0015344]; signaling receptor activity [GO:0038023]	cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]; signaling receptor activity [GO:0038023]
F2QZ30	F2QZ30	unreviewed	F2QZ30_KOMPC	COPII coat Sec23p-Sfb3p heterodimer component	SFB3 PP7435_Chr4-0493	GO:0005783; GO:0005794; GO:0006886; GO:0006888; GO:0008270; GO:0030127	COPII vesicle coat [GO:0030127]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]	zinc ion binding [GO:0008270]	COPII vesicle coat [GO:0030127]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; zinc ion binding [GO:0008270]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]
Q0KDP1	Q0KDP1	unreviewed	Q0KDP1_CUPNH	Beta-propeller domains of methanol dehydrogenase-type (Homolog)	H16_A0732	GO:0016021	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]
Q0KE29	Q0KE29	unreviewed	Q0KE29_CUPNH	Predicted permease	H16_A0594	GO:0005886; GO:0016021; GO:0055085	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	transmembrane transport [GO:0055085]		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]
Q0KDL6	Q0KDL6	reviewed	ADH_CUPNH	Alcohol dehydrogenase, EC 1.1.1.1, EC 1.1.1.4, EC 1.2.1.3	adh H16_A0757	GO:0000721; GO:0004022; GO:0004029; GO:0008270; GO:0043878			(R,R)-butanediol dehydrogenase activity [GO:0000721]; alcohol dehydrogenase (NAD+) activity [GO:0004022]; aldehyde dehydrogenase (NAD+) activity [GO:0004029]; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity [GO:0043878]; zinc ion binding [GO:0008270]	(R,R)-butanediol dehydrogenase activity [GO:0000721]; alcohol dehydrogenase (NAD+) activity [GO:0004022]; aldehyde dehydrogenase (NAD+) activity [GO:0004029]; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity [GO:0043878]; zinc ion binding [GO:0008270]
F2QQ46	F2QQ46	unreviewed	F2QQ46_KOMPC	Putative mitochondrial 37S ribosomal protein	YMR31 PP7435_Chr1-1409	GO:0005840; GO:0006103; GO:0009353	mitochondrial oxoglutarate dehydrogenase complex [GO:0009353]; ribosome [GO:0005840]	2-oxoglutarate metabolic process [GO:0006103]		mitochondrial oxoglutarate dehydrogenase complex [GO:0009353]; ribosome [GO:0005840]; 2-oxoglutarate metabolic process [GO:0006103]
Q0KEA6	Q0KEA6	unreviewed	Q0KEA6_CUPNH	Tryptophan--tRNA ligase, EC 6.1.1.2	trpS H16_A0515	GO:0004830; GO:0005524; GO:0006436		tryptophanyl-tRNA aminoacylation [GO:0006436]	ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830]	ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830]; tryptophanyl-tRNA aminoacylation [GO:0006436]
F2QTT9	F2QTT9	unreviewed	F2QTT9_KOMPC	Mitochondrial fission 1 protein	FIS1 PP7435_Chr2-1140	GO:0000266; GO:0005741; GO:0016021	integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]	mitochondrial fission [GO:0000266]		integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]; mitochondrial fission [GO:0000266]
F2QYM4	F2QYM4	unreviewed	F2QYM4_KOMPC	Formin	BNI1 PP7435_Chr4-0332	GO:0003779; GO:0030036; GO:0031267; GO:0032153; GO:0051301	cell division site [GO:0032153]	actin cytoskeleton organization [GO:0030036]; cell division [GO:0051301]	actin binding [GO:0003779]; small GTPase binding [GO:0031267]	cell division site [GO:0032153]; actin binding [GO:0003779]; small GTPase binding [GO:0031267]; actin cytoskeleton organization [GO:0030036]; cell division [GO:0051301]
Q0K0U7	Q0K0U7	unreviewed	Q0K0U7_CUPNH	Putative GGDEF family protein	H16_B1591					
Q0K246	Q0K246	unreviewed	Q0K246_CUPNH	Outer membrane protein, OmpA/MotB-family	H16_B1137	GO:0016020	membrane [GO:0016020]			membrane [GO:0016020]
Q0KEM4	Q0KEM4	unreviewed	Q0KEM4_CUPNH	Na+/phosphate symporter	nptA1 H16_A0397	GO:0005436; GO:0005886; GO:0016021; GO:0044341	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	sodium-dependent phosphate transport [GO:0044341]	sodium:phosphate symporter activity [GO:0005436]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; sodium:phosphate symporter activity [GO:0005436]; sodium-dependent phosphate transport [GO:0044341]
K1C15_SHEEP	O77727	reviewed	K1C15_SHEEP	Keratin, type I cytoskeletal 15 (Cytokeratin-15, CK-15) (Keratin-15, K15)	KRT15	GO:0005198; GO:0005882	intermediate filament [GO:0005882]		structural molecule activity [GO:0005198]	intermediate filament [GO:0005882]; structural molecule activity [GO:0005198]
Q0KET5	Q0KET5	reviewed	SECB_CUPNH	Protein-export protein SecB	secB H16_A0335	GO:0005737; GO:0006457; GO:0015031; GO:0051082; GO:0051262	cytoplasm [GO:0005737]	protein folding [GO:0006457]; protein tetramerization [GO:0051262]; protein transport [GO:0015031]	unfolded protein binding [GO:0051082]	cytoplasm [GO:0005737]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457]; protein tetramerization [GO:0051262]; protein transport [GO:0015031]
Q0K0M4	Q0K0M4	unreviewed	Q0K0M4_CUPNH	Membrane protein	H16_B1665	GO:0005886; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q0K209	Q0K209	unreviewed	Q0K209_CUPNH	FAA_hydrolase domain-containing protein	H16_B1174	GO:0003824			catalytic activity [GO:0003824]	catalytic activity [GO:0003824]
Q0JY71	Q0JY71	unreviewed	Q0JY71_CUPNH	Alpha-ketoglutarate-dependent taurine dioxygenase, EC 1.14.11.17	H16_B2521	GO:0000908			taurine dioxygenase activity [GO:0000908]	taurine dioxygenase activity [GO:0000908]
F2QRC5	F2QRC5	unreviewed	F2QRC5_KOMPC	Thioredoxin reductase, EC 1.8.1.9	TRR1 PP7435_Chr2-0257	GO:0004791; GO:0005737; GO:0019430	cytoplasm [GO:0005737]	removal of superoxide radicals [GO:0019430]	thioredoxin-disulfide reductase activity [GO:0004791]	cytoplasm [GO:0005737]; thioredoxin-disulfide reductase activity [GO:0004791]; removal of superoxide radicals [GO:0019430]
F2QTP1	F2QTP1	unreviewed	F2QTP1_KOMPC	Cytochrome bc1 complex assembly	CBP3 PP7435_Chr2-1092					
A0A1G4KPL9	A0A1G4KPL9	unreviewed	A0A1G4KPL9_KOMPC	Small nuclear ribonucleoprotein Sm D3, Sm-D3 (snRNP core protein D3)	SMD3 PP7435_Chr1-3149	GO:0000387; GO:0005681; GO:0005829; GO:0120114	cytosol [GO:0005829]; Sm-like protein family complex [GO:0120114]; spliceosomal complex [GO:0005681]	spliceosomal snRNP assembly [GO:0000387]		cytosol [GO:0005829]; Sm-like protein family complex [GO:0120114]; spliceosomal complex [GO:0005681]; spliceosomal snRNP assembly [GO:0000387]
F2QS82	F2QS82	unreviewed	F2QS82_KOMPC	Putative positive regulator of mannosylphosphate transferase Mnn6p	MNN4-3 PP7435_Chr2-0573	GO:0016021; GO:0016740	integral component of membrane [GO:0016021]		transferase activity [GO:0016740]	integral component of membrane [GO:0016021]; transferase activity [GO:0016740]
F2QR50	F2QR50	unreviewed	F2QR50_KOMPC	Protein kinase domain-containing protein	RTK1 PP7435_Chr2-0181	GO:0004674; GO:0005524; GO:0006468		protein phosphorylation [GO:0006468]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; protein phosphorylation [GO:0006468]
F2QM77	F2QM77	unreviewed	F2QM77_KOMPC	Small subunit (SSU) processome associated component	UTP8 PP7435_Chr1-0367					
Q0KBR3	Q0KBR3	unreviewed	Q0KBR3_CUPNH	Molecular chaperone, HSP20 family	ibpA1 H16_A1423					
F2QZH2	F2QZH2	unreviewed	F2QZH2_KOMPC	Medium chain fatty acyl-CoA synthetase	FAA2 PP7435_Chr4-0642					
Q0KF69	Q0KF69	reviewed	HSLU_CUPNH	ATP-dependent protease ATPase subunit HslU (Unfoldase HslU)	hslU H16_A0200	GO:0005524; GO:0008233; GO:0009376; GO:0016887; GO:0036402; GO:0043335	HslUV protease complex [GO:0009376]	protein unfolding [GO:0043335]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233]; proteasome-activating activity [GO:0036402]	HslUV protease complex [GO:0009376]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233]; proteasome-activating activity [GO:0036402]; protein unfolding [GO:0043335]
Q0K269	Q0K269	unreviewed	Q0K269_CUPNH	Efflux pump membrane transporter	acrB9 H16_B1114	GO:0005886; GO:0015562; GO:0016021; GO:0042908	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	xenobiotic transport [GO:0042908]	efflux transmembrane transporter activity [GO:0015562]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; efflux transmembrane transporter activity [GO:0015562]; xenobiotic transport [GO:0042908]
F2QS65	F2QS65	unreviewed	F2QS65_KOMPC	Eisosome assembly protein	EIS1 PP7435_Chr2-0556					
F2QRE2	F2QRE2	unreviewed	F2QRE2_KOMPC	Elongator complex protein 1	IKI3 PP7435_Chr2-0275	GO:0002098; GO:0005634; GO:0005737; GO:0033588	cytoplasm [GO:0005737]; elongator holoenzyme complex [GO:0033588]; nucleus [GO:0005634]	tRNA wobble uridine modification [GO:0002098]		cytoplasm [GO:0005737]; elongator holoenzyme complex [GO:0033588]; nucleus [GO:0005634]; tRNA wobble uridine modification [GO:0002098]
F2QU47	F2QU47	unreviewed	F2QU47_KOMPC	Ubiquitin-conjugating enzyme subunit	UBC13 PP7435_Chr2-1250	GO:0005524; GO:0016740; GO:0070647		protein modification by small protein conjugation or removal [GO:0070647]	ATP binding [GO:0005524]; transferase activity [GO:0016740]	ATP binding [GO:0005524]; transferase activity [GO:0016740]; protein modification by small protein conjugation or removal [GO:0070647]
Q0KBH0	Q0KBH0	unreviewed	Q0KBH0_CUPNH	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II, EC 6.2.1.-	H16_A1519	GO:0016874			ligase activity [GO:0016874]	ligase activity [GO:0016874]
Q0KE20	Q0KE20	reviewed	KAD_CUPNH	Adenylate kinase, AK, EC 2.7.4.3 (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)	adk H16_A0603	GO:0004017; GO:0005524; GO:0005737; GO:0016310; GO:0044209	cytoplasm [GO:0005737]	AMP salvage [GO:0044209]; phosphorylation [GO:0016310]	adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]	cytoplasm [GO:0005737]; adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]; AMP salvage [GO:0044209]; phosphorylation [GO:0016310]
